Zona,Comune,Nome Palestra,Indirizzo,Latitudine,Longitudine,Indirizzo Completo,Stato
1,Morgano,Sporting Club Morgano,"Via Chiesa, 35, Morgano",45.6485307,12.1007139,"Via Chiesa, Morgano, Treviso, Veneto, 31050, Italia",OK
1,Istrana,Labofit,"Via Brigata Marche, 1/A, Istrana",45.67699,12.08837,"Spazio Enel, 1/a, Via Brigata Marche, Istrana, Treviso, Veneto, 31036, Italia",OK
1,Istrana,E-Motion Fitness Club,"Via Fabio Filzi, 48/A, Istrana",45.6770396,12.098219,"Via Fabio Filzi, Istrana, Treviso, Veneto, 31036, Italia",OK
1,Spresiano,Palestra Comunale,Spresiano,45.7759633,12.2779459,"Spresiano, Treviso, Veneto, 31027, Italia",OK
2,Montebelluna,Top Gym Montebelluna,"Via Castellana, 103, Montebelluna",45.769095,12.0280672,"Via Castellana, Sant'Andrea, Posmon, Montebelluna, Fonte, Treviso, Veneto, 31044, Italia",OK
2,Montebelluna,FitUP Montebelluna,"Via Schiavonesca Priula, 72, Montebelluna",45.7800866,12.0700835,"Gaia Fitness Center Montebelluna, 72, Via Schiavonesca Priula, Caonada, Montebelluna, Treviso, Veneto, 31044, Italia",OK
2,Montebelluna,DG Club Montebelluna,"Via Feltrina Sud, 84, Montebelluna",45.7723702,12.0723697,"Via Feltrina Sud, Caonada, Montebelluna, Treviso, Veneto, 31044, Italia",OK
2,Asolo,Miafit Asolo,"Via Enrico Fermi, 10, Casella d'Asolo",45.789173,11.9090124,"Via Enrico Fermi, Cà Vescovo, Borgo Polo, Cà Giupponi, Asolo, Fonte, Treviso, Veneto, 31011, Italia",OK
2,Asolo,Asolo Fitness Club,Asolo,45.8007265,11.9142444,"Asolo, Treviso, Veneto, 31011, Italia",OK
2,Maser,DG Club Maser,"Via Enrico Mattei, 44, Maser",45.7922914,11.9621052,"Via Enrico Mattei, Zona Industriale Maser, Case Zamattia, Coste di Maser, Maser, Fonte, Treviso, Veneto, 31010, Italia",OK
2,Maser,Energya Fitness Club,"Via Bassanese Coste, 156, Maser",45.8025312,11.9577877,"Via Bassanese, Case Zamattia, Coste di Maser, Maser, Fonte, Treviso, Veneto, 31010, Italia",OK
2,Caerano di San Marco,Esserebenessere S.r.l.,Caerano di San Marco,45.7794673,11.9977893,"Caerano di San Marco, Treviso, Veneto, 31031, Italia",OK
2,Caerano di San Marco,A.S.D. Zerogravity 981,Caerano di San Marco,45.7794673,11.9977893,"Caerano di San Marco, Treviso, Veneto, 31031, Italia",OK
2,Fonte,Palestra Fisyodinamic,"Via Degli Alpini, 25, Fonte",45.748569,11.9188215,"25, Via degli Alpini, Case Barichello, San Vito di Altivole, Altivole, Fonte, Treviso, Veneto, 31030, Italia",OK
2,Fonte,Palafonte,"Via Palladio, 11, Fonte",45.7947891,11.9981609,"11, Via Palladio, Maglio dell' Inferno, Caerano di San Marco, Fonte, Treviso, Veneto, 31031, Italia",OK
2,Borso del Grappa,L'Anima del Fitness,"Via Molinetto, 23, Borso del Grappa",45.8160155,11.8062557,"Via Molinetto, Carrari, Borso del Grappa, Pieve del Grappa, Treviso, Veneto, 31030, Italia",OK
2,Borso del Grappa,Palestra di Arrampicata Indoor,"Via Martiri del Grappa, 22, Borso del Grappa",45.8186168,11.8007262,"Via Martiri del Grappa, Viei, Borso del Grappa, Pieve del Grappa, Treviso, Veneto, 31030, Italia",OK
2,Cornuda,ASD Valdogym,Cornuda,45.8278688,11.997236,"Cornuda, Treviso, Veneto, 31041, Italia",OK
2,Cornuda,A.S.D. Zerogravity 981,Cornuda,45.8278688,11.997236,"Cornuda, Treviso, Veneto, 31041, Italia",OK
2,Crocetta del Montello,Crocetta 1920 Academy,"Via Canapificio, Crocetta del Montello",45.830413,12.030561,"Via Canapificio, Nogarè, Crocetta del Montello, Fonte, Treviso, Veneto, 31035, Italia",OK
2,Nervesa della Battaglia,Centro Sportivo HOF,"Via Luigi Carrer, 7, Nervesa della Battaglia",,,,NON TROVATO
2,Volpago del Montello,Invictus Fitness,"Via Tagliamento, 11, Volpago del Montello",45.7814389,12.1038623,"Via Tagliamento, Venegazzù, Volpago del Montello, Treviso, Veneto, 31040, Italia",OK
2,Giavera del Montello,Palestra Comunale,"Via degli Artiglieri, 14, Giavera del Montello",45.7920175,12.1711431,"Via degli Artiglieri, All'Alpino, Giavera del Montello, Treviso, Veneto, 31040, Italia",OK
2,Giavera del Montello,Campo OCR FIT POINT,"Via delle Industrie, 1, Giavera del Montello",,,,NON TROVATO
2,Altivole,ASD Fast Fit,"Via Laguna, 29, Altivole",45.7487093,11.9616742,"Scuola Secondaria ""Fra Giocondo"" | IC Altivole, 29, Via Laguna, Baldin e Perer, Altivole, Fonte, Treviso, Veneto, 31030, Italia",OK
2,Altivole,Palestra Comunale San Vito,"Via Brioni, 1, Altivole",45.7540744,11.9112504,"1, Via Brioni, Brioni, San Vito di Altivole, Altivole, Fonte, Treviso, Veneto, 31030, Italia",OK
2,Castelcucco,A.S.D. Accademia Ginnica Castelcucco,Castelcucco,45.8292435,11.8886584,"Castelcucco, Treviso, Veneto, 31030, Italia",OK
2,Cavaso del Tomba,Loris De Martin Studio,"Via Monte Ortigara, 37, Cavaso del Tomba",45.8600107,11.9206945,"Via Monte Ortigara, Pieve, Vettorazzi, Cavaso del Tomba, Treviso, Veneto, 31034, Italia",OK
2,Cavaso del Tomba,Palestra Comunale,Cavaso del Tomba,45.8583996,11.9089805,"Cavaso del Tomba, Treviso, Veneto, 31034, Italia",OK
2,Paderno del Grappa,Istituti Filippin,"Via Cardinal la Fontaine, 2, Paderno del Grappa",,,,NON TROVATO
2,Pederobba,Fisico Fitness Club,Pederobba,45.8695205,11.9695508,"Pederobba, Fonte, Treviso, Veneto, 31040, Italia",OK
2,Segusino,CIDI,"Via Della Centa, 3, Segusino",45.9089739,11.9530607,"Via della Centa, Col Lonc, Segusino, Pieve del Grappa, Treviso, Veneto, 31040, Italia",OK
2,Monfumo,Palestra Comunale,Monfumo,45.8355549,11.9342099,"Monfumo, Treviso, Veneto, 31010, Italia",OK
2,Possagno,Palestra Comunale,"Via degli Impianti Sportivi, 7, Possagno",,,,NON TROVATO
2,Crespano del Grappa,Challenge Fit Center,"Via Papa Giovanni XXIII, 18, Crespano del Grappa",45.8265157,11.8497232,"Via Papa Giovanni XXIII, Pedecol, Ai Baruffa, Paderno del Grappa, Pieve del Grappa, Treviso, Veneto, 31017, Italia",OK
2,Crespano del Grappa,Alpha AP Fitness,"Via Asolana, 29/A, Crespano del Grappa",45.8193386,11.8417822,"Via Asolana, Ai Baruffa, Crespano del Grappa, Pieve del Grappa, Treviso, Veneto, 31017, Italia",OK
2,Trevignano,Fitness Faktory,Trevignano,45.733501,12.0940161,"Trevignano, Treviso, Veneto, 31040, Italia",OK
2,Trevignano,Palestra Comunale,Trevignano,45.733501,12.0940161,"Trevignano, Treviso, Veneto, 31040, Italia",OK
3,Castelfranco Veneto,FitUP Castelfranco Veneto,"Via dei Tigli, 25/A, Castelfranco Veneto",,,,NON TROVATO
3,Castelfranco Veneto,Happy Fit Castelfranco,"Via delle Industrie, 18, Castelfranco Veneto",,,,NON TROVATO
3,Castelfranco Veneto,DG Club Castelfranco,"Via dei Tigli, 30, Castelfranco Veneto",,,,NON TROVATO
3,Castelfranco Veneto,Kinesis Palestra,"Via dei Tigli, 15/A, Castelfranco Veneto",,,,NON TROVATO
3,Castelfranco Veneto,Centro Sportivo San Giacomo,"Via San Giacomo, 10, Castelfranco Veneto",45.6715473,11.9289258,"10, Via San Giacomo, Cartiera, Castelfranco Veneto, Fonte, Treviso, Veneto, 31033, Italia",OK
3,Resana,Happy Fit Resana,"Via dell'Industria, 12, Resana",,,,NON TROVATO
3,Resana,Palestra Comunale,"Via Roma, 45, Resana",45.6175597,11.9500863,"Via Roma, Zona Industriale Resana, Fratta, Resana, Treviso, Veneto, 31023, Italia",OK
3,Castello di Godego,Palestra Comunale,"Via degli Sportivi, 8, Castello di Godego",,,,NON TROVATO
3,Loria,Happy Fit Loria,"Via dell'Artigianato, 7, Loria",,,,NON TROVATO
3,Loria,ASD Polisportiva Loria,"Via dello Sport, 3, Loria",,,,NON TROVATO
3,Riese Pio X,Palestra Comunale,"Via degli Impianti, 5, Riese Pio X",,,,NON TROVATO
3,Riese Pio X,ASD Ginnastica Riese,Riese Pio X,45.722399,11.9165563,"Riese Pio X, Treviso, Veneto, 31039, Italia",OK
3,Vedelago,Happy Fit Vedelago,"Via dell'Industria, 22, Vedelago",45.6820594,11.9953305,"Via dell'Industria, Case Lanaro, Vedelago, Fonte, Treviso, Veneto, 31050, Italia",OK
3,Vedelago,Palestra Comunale,"Via Roma, 78, Vedelago",45.6862166,12.0150169,"Via Roma, Vedelago, Case Bertuola, Vedelago, Fonte, Treviso, Veneto, 31050, Italia",OK
3,Maserada sul Piave,Happy Fit Maserada,"Via dell'Industria, 15, Maserada sul Piave",45.7629389,12.3070616,"Via dell'Industria, Maserada sul Piave, Treviso, Veneto, 31052, Italia",OK
3,Maserada sul Piave,Palestra Comunale,"Via dello Sport, 12, Maserada sul Piave",,,,NON TROVATO
3,Breda di Piave,Palestra Comunale,"Via degli Sportivi, 20, Breda di Piave",,,,NON TROVATO
3,Breda di Piave,ASD Polisportiva Breda,Breda di Piave,45.7237273,12.3312346,"Breda di Piave, Treviso, Veneto, 31030, Italia",OK
3,San Zenone degli Ezzelini,Palestra Comunale,"Via degli Impianti, 3, San Zenone degli Ezzelini",,,,NON TROVATO
3,San Zenone degli Ezzelini,ASD Polisportiva San Zenone,San Zenone degli Ezzelini,45.7739346,11.8422455,"San Zenone degli Ezzelini, Treviso, Veneto, 31020, Italia",OK
4,Valdobbiadene,Palestra Comunale,"Via degli Impianti, 4, Valdobbiadene",,,,NON TROVATO
4,Valdobbiadene,ASD Polisportiva Valdobbiadene,Valdobbiadene,45.9163158,12.0273735,"Valdobbiadene, Fonte, Treviso, Veneto, 31049, Italia",OK
4,Vidor,Palestra Comunale,"Via Roma, 25, Vidor",45.8765994,12.0456638,"Via Roma, Alnè, Colbertaldo, Vidor, Fonte, Treviso, Veneto, 31020, Italia",OK
4,Vidor,ASD Polisportiva Vidor,Vidor,45.8697074,12.049307,"Vidor, Treviso, Veneto, 31020, Italia",OK
4,Miane,Palestra Comunale,"Via degli Sportivi, 8, Miane",,,,NON TROVATO
4,Miane,ASD Polisportiva Miane,Miane,45.9434189,12.0799327,"Miane, Treviso, Veneto, 31050, Italia",OK
4,Follina,Palestra Comunale,"Via degli Impianti, 2, Follina",,,,NON TROVATO
4,Follina,ASD Polisportiva Follina,Follina,45.9616224,12.1209857,"Follina, Treviso, Veneto, 31051, Italia",OK
4,Cison di Valmarino,Palestra Comunale,"Via Roma, 15, Cison di Valmarino",,,,NON TROVATO
4,Cison di Valmarino,ASD Polisportiva Cison,Cison di Valmarino,45.9756086,12.1675475,"Cison di Valmarino, Treviso, Veneto, 31030, Italia",OK
4,Refrontolo,Palestra Comunale,"Via degli Sportivi, 5, Refrontolo",,,,NON TROVATO
4,Refrontolo,ASD Polisportiva Refrontolo,Refrontolo,45.9119197,12.2088363,"Refrontolo, Treviso, Veneto, 31020, Italia",OK
4,Pieve di Soligo,Palestra Comunale,"Via degli Impianti, 10, Pieve di Soligo",,,,NON TROVATO
4,Pieve di Soligo,ASD Polisportiva Pieve di Soligo,Pieve di Soligo,45.9021459,12.1788455,"Pieve di Soligo, Treviso, Veneto, 31054, Italia",OK
4,Farra di Soligo,Palestra Comunale,"Via Roma, 30, Farra di Soligo",,,,NON TROVATO
4,Farra di Soligo,ASD Polisportiva Farra,Farra di Soligo,45.9037113,12.1185034,"Farra di Soligo, Treviso, Veneto, 31010, Italia",OK
4,San Pietro di Feletto,Palestra Comunale,"Via degli Sportivi, 12, San Pietro di Feletto",,,,NON TROVATO
4,San Pietro di Feletto,ASD Polisportiva San Pietro,San Pietro di Feletto,45.9090534,12.2406278,"San Pietro di Feletto, Treviso, Veneto, 31020, Italia",OK
4,Susegana,Palestra Comunale,"Via degli Impianti, 6, Susegana",,,,NON TROVATO
4,Susegana,ASD Polisportiva Susegana,Susegana,45.8531074,12.2235849,"Susegana, Treviso, Veneto, 31058, Italia",OK
4,Moriago della Battaglia,Palestra Comunale,"Via Roma, 18, Moriago della Battaglia",45.8667125,12.1030658,"Via Roma, Moriago della Battaglia, Treviso, Veneto, 31010, Italia",OK
4,Moriago della Battaglia,ASD Polisportiva Moriago,Moriago della Battaglia,45.8589899,12.0936598,"Moriago della Battaglia, Treviso, Veneto, 31010, Italia",OK
4,Sernaglia della Battaglia,Palestra Comunale,"Via degli Sportivi, 9, Sernaglia della Battaglia",,,,NON TROVATO
4,Sernaglia della Battaglia,ASD Polisportiva Sernaglia,Sernaglia della Battaglia,45.8624263,12.1476429,"Sernaglia della Battaglia, Treviso, Veneto, 31020, Italia",OK
5,Conegliano,FitActive Conegliano,Conegliano,45.9037297,12.2653108,"Conegliano, Treviso, Veneto, 31015, Italia",OK
5,Conegliano,Studio Talea,Conegliano,45.9037297,12.2653108,"Conegliano, Treviso, Veneto, 31015, Italia",OK
5,Conegliano,Medicenter Conegliano,"Viale Italia, 290, Conegliano",45.8823843,12.3159662,"Morgan Camicie, 290b, Viale Italia, Monticella, Santa Rosa, Conegliano, Treviso, Veneto, 31015, Italia",OK
5,Conegliano,Puro Fitness,Conegliano,45.9037297,12.2653108,"Conegliano, Treviso, Veneto, 31015, Italia",OK
5,Conegliano,Palestra Stadio,Conegliano,45.9037297,12.2653108,"Conegliano, Treviso, Veneto, 31015, Italia",OK
5,Conegliano,Sportway,"Via Feltrina Sud, 189, Conegliano",,,,NON TROVATO
5,Vittorio Veneto,Flow Palestra,"Via Carlo Torres, 17/5, Vittorio Veneto",45.9727274,12.3136097,"Via Carlo Torres, Ceneda Bassa, Ai Frati, San Giacomo di Veglia, Vittorio Veneto, Treviso, Veneto, 31029, Italia",OK
5,Vittorio Veneto,Round1,Vittorio Veneto,45.9978643,12.2964716,"Vittorio Veneto, Treviso, Veneto, 31029, Italia",OK
5,Vittorio Veneto,Bobadilla Vittorio Veneto,Vittorio Veneto,45.9978643,12.2964716,"Vittorio Veneto, Treviso, Veneto, 31029, Italia",OK
5,Vittorio Veneto,Body Evidence Vittorio Veneto,"Via Menarè, 304/A, Vittorio Veneto",45.9478278,12.3280934,"Via Gabriele d'Annunzio, Mescolino, Colle Umberto, Treviso, Veneto, 31014, Italia",OK
5,Vittorio Veneto,Palestra Beltrame-Flaminio,Vittorio Veneto,45.9978643,12.2964716,"Vittorio Veneto, Treviso, Veneto, 31029, Italia",OK
5,San Vendemiano,WebFit,"Via Resistenza, 2, San Vendemiano",45.8812555,12.3242046,"Sonepar, 2d, Via Resistenza, Fossamerlo, Cosniga, San Vendemiano, Treviso, Veneto, 31020, Italia",OK
5,San Vendemiano,Joy Club,"Via Italia, San Vendemiano",45.8923985,12.325555,"Via Italia, Cosniga, San Vendemiano, Treviso, Veneto, 31020, Italia",OK
5,San Vendemiano,NEWFIT San Vendemiano,"Via Resistenza, 2/f, San Vendemiano",45.8826354,12.3197888,"Via Resistenza, Cosniga, San Vendemiano, Treviso, Veneto, 31020, Italia",OK
5,San Vendemiano,ASD Royal Ginnastica,San Vendemiano,45.8907463,12.3338437,"San Vendemiano, Treviso, Veneto, 31020, Italia",OK
5,Colle Umberto,Energy Fitness ASD,"Viale dell'Artigianato, 12, Colle Umberto",,,,NON TROVATO
5,Colle Umberto,Palestra Olimpia ASD,"Via Vittorio Veneto, 12, Colle Umberto",45.9578979,12.3393411,"Via Vittorio Veneto, Mescolino, Colle Umberto, Treviso, Veneto, 31014, Italia",OK
5,Colle Umberto,Palestra Comunale,"Via Garibaldi, 6, Colle Umberto",45.9441241,12.3406683,"Ice Climbing Rock, 6, Via Garibaldi, Scarpis, Colle Umberto, Treviso, Veneto, 31014, Italia",OK
5,Cordignano,i GO Club Cordignano,Cordignano,45.9663029,12.4127197,"Cordignano, Treviso, Veneto, 31016, Italia",OK
5,Cordignano,Palestra Scuole Medie,"Via Gazzari, 1, Cordignano",45.95105,12.4146645,"Via Gazzari, Torricella, Cordignano, Treviso, Veneto, 31016, Italia",OK
5,Cordignano,Team Corifeo,Cordignano,45.9663029,12.4127197,"Cordignano, Treviso, Veneto, 31016, Italia",OK
5,Godega di Sant'Urbano,i GO Club Pianzano,"Via S. Urbano, 45, Pianzano di Godega",45.9109991,12.3897481,"Via San Lorenzo, Baver, Pianzano, Godega di Sant'Urbano, Treviso, Veneto, 31010, Italia",OK
5,Godega di Sant'Urbano,PalaGodega,"Via della Liberazione, 21, Godega di Sant'Urbano",45.9089763,12.400593,"Via della Liberazione, Bibano di Sopra, Pianzano, Godega di Sant'Urbano, Treviso, Veneto, 31010, Italia",OK
5,Orsago,Palestra Comunale,"Via Borgo Basso, 22, Orsago",45.9261001,12.4264662,"Via Borgo Basso, Orsago, Treviso, Veneto, 31010, Italia",OK
5,Orsago,ASD KUMA,Orsago,45.9191277,12.444065,"Orsago, Treviso, Veneto, 31010, Italia",OK
5,Tarzo,Palestra Comunale,Tarzo,45.9654707,12.2220272,"Tarzo, Treviso, Veneto, 31020, Italia",OK
5,Tarzo,Orienteering Tarzo ASD,"Via Cesare Battisti, 12, Tarzo",45.9804029,12.2296117,"Via Cesare Battisti, Fratta, Tarzo, Treviso, Veneto, 31020, Italia",OK
5,Revine Lago,Palestra Comunale,Revine Lago,46.0010328,12.225549,"Revine Lago, Treviso, Veneto, 31020, Italia",OK
5,Fregona,Palestra Comunale,Fregona,46.0283669,12.3685104,"Fregona, Treviso, Veneto, 31010, Italia",OK
5,Fregona,Astra C5,Fregona,46.0283669,12.3685104,"Fregona, Treviso, Veneto, 31010, Italia",OK
5,Sarmede,Palestra Comunale,"Via Sandro Pertini, 2, Sarmede",45.9723878,12.384061,"Via Sandro Pertini, Località Bandiere, Sarmede, Treviso, Veneto, 31026, Italia",OK
5,Sarmede,Elite Fitness Club,Sarmede,45.9908444,12.3896451,"Sarmede, Treviso, Veneto, 31026, Italia",OK
5,Sarmede,Time For Dancing,Sarmede,45.9908444,12.3896451,"Sarmede, Treviso, Veneto, 31026, Italia",OK
5,Cappella Maggiore,Palestra Scuole Medie,"Via Livel, Cappella Maggiore",45.9691927,12.3519277,"Via Livel, Pianche, Cappella Maggiore, Treviso, Veneto, 31012, Italia",OK
5,Cappella Maggiore,Palestra Digitale,"Via Livel 101, Cappella Maggiore",45.9714005,12.3482632,"101, Via Livel, Borgo Villa, Cappella Maggiore, Treviso, Veneto, 31012, Italia",OK
5,Santa Lucia di Piave,ASD Fit Your Fun,"Via Mareno, 34, Santa Lucia di Piave",45.8449737,12.3050327,"Via Mareno, Sarano, Santa Lucia di Piave, Treviso, Veneto, 31025, Italia",OK
5,Santa Lucia di Piave,Palestra Comunale,Santa Lucia di Piave,45.8491741,12.2849283,"Santa Lucia di Piave, Treviso, Veneto, 31025, Italia",OK
5,San Fior,Palestra Arcostruttura,"Via I. Mel, 6, San Fior",,,,NON TROVATO
5,San Fior,Palestra Digitale,San Fior,45.920753,12.3581506,"San Fior, Treviso, Veneto, 31020, Italia",OK
5,Codognè,Area 4 Fitness,Codognè,45.8667947,12.4339077,"Codognè, Treviso, Veneto, 31013, Italia",OK
5,Codognè,Palablu,Codognè,45.8667947,12.4339077,"Codognè, Treviso, Veneto, 31013, Italia",OK
5,Mareno di Piave,Palestra In.Forma,"Via Verri, 79, Mareno di Piave",45.8416312,12.3457224,"Via Verri, Borgo Fagaraz, Mareno di Piave, Treviso, Veneto, 31010, Italia",OK
5,Mareno di Piave,Polisportiva Comunale,Mareno di Piave,45.8300627,12.3271251,"Mareno di Piave, Treviso, Veneto, 31010, Italia",OK
5,Vazzola,Palestra In.Forma,Vazzola,45.8376705,12.3795417,"Vazzola, Treviso, Veneto, 31028, Italia",OK
5,Cimadolmo,Palestra Comunale,"Via Giovanni Battista Lovadina, Cimadolmo",45.789314,12.3615489,"Via Giovanni Battista Lovadina, Cimadolmo, Treviso, Veneto, 31010, Italia",OK
